Date,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2018-06-03,1,-26,-22,-2,-9,2,4,12,11,-11,-34,-8,-3,-19,-25,-1,-2,-6,-10,-1,-8,-30,9,-9,-3,-5,2,0,-2,-10,-3,4,-26,-2,-43,8,0,-27,-20,2,-19,-2,14,-11,-7,-22,-26,2,-15,-3,0,-1,9,-17,-14,-19,-27,5,-1,-2,-6
2018-06-04,-29,-2,-6,-43,-4,-11,6,7,4,-7,-35,-5,-6,-17,-13,5,-2,-5,-7,-11,0,-22,3,10,0,2,4,-25,3,-14,4,9,-36,2,-16,4,-44,-28,-17,6,-16,-17,9,-7,-6,-23,-26,5,-4,3,-4,-3,-6,-31,-3,-21,-22,1,1,4,-9
2018-06-05,-24,6,-13,-68,-3,-11,10,9,-1,6,-26,-5,3,-11,-15,-7,-10,0,-6,-12,-5,-40,20,-4,4,11,6,-19,2,-6,0,6,-16,4,-148,13,-44,-22,-11,3,-15,-7,11,-13,0,-15,-18,5,-29,8,-5,0,-13,-18,-25,-19,-16,-2,6,3,2
2018-06-06,-34,7,0,-40,5,-16,27,11,2,5,-100,-2,7,1,-16,4,-10,3,-5,-8,-3,-24,22,8,3,13,7,-8,-2,-4,-25,-18,-9,3,-114,11,-30,-23,-11,-2,-3,-9,14,-3,1,-9,-12,1,-22,-9,-3,1,-4,-17,-22,-20,-26,-3,12,-32,-2
2018-06-07,-20,-85,4,-20,-7,-4,-46,13,-1,0,-76,4,0,8,-7,-6,-9,6,-3,-6,-1,-18,-19,-2,-3,-18,0,-12,-18,-3,-20,-6,-59,-25,-66,4,-25,-24,-9,-2,-16,-31,17,-2,-1,-3,-12,-1,-27,-23,2,-7,-1,-17,-13,-14,-51,4,11,-15,2
2018-06-08,-11,-29,4,-26,-9,3,-15,6,7,-3,-41,7,8,-15,-12,-6,1,5,1,-8,2,-17,-12,-28,-34,-1,4,9,-26,-12,-16,-8,-17,-15,-29,-69,-20,-21,3,-1,-29,-29,12,-29,13,2,-23,-6,-15,-24,-2,-9,-3,-8,-32,-7,-18,-20,-42,-18,3
2018-06-09,0,-16,-8,-29,-3,0,-12,10,-15,1,-41,2,-11,-5,-11,-6,7,9,4,-10,7,-7,-9,-14,-12,22,-3,-8,-13,-6,-5,1,-56,-38,-41,-39,-20,-16,7,2,-62,-16,-4,-35,-1,-13,-28,-6,-8,-20,-12,-4,4,0,-31,-1,-7,-24,-34,-12,3
2018-06-10,8,-55,-10,-17,-1,-12,-2,-35,0,7,-31,-25,-17,-8,0,9,2,-3,1,0,-3,8,-12,-30,2,-32,-27,-11,-49,-12,5,-4,-108,-22,-78,-11,-9,-4,-5,1,-30,-10,-3,-41,-21,-18,-22,2,-6,-17,-8,0,4,-4,-14,0,-13,-6,-27,5,7
2018-06-11,12,-25,-4,-9,11,-3,7,-27,10,12,-20,-64,-1,-3,-8,14,-35,-4,-2,-38,-9,-22,-8,-50,1,-17,-18,-6,-20,-5,8,-8,-60,-13,-100,-25,-29,-16,-15,8,-7,-8,-1,-28,-5,-20,-15,0,1,-12,-12,4,4,-10,-18,-23,-12,0,-26,-7,4
2018-06-12,9,-17,-4,5,2,0,3,-16,11,-1,-22,-60,-24,0,-1,13,-26,-23,-2,-11,-10,-15,-4,-55,4,-25,11,-6,-21,5,-1,-3,-40,-31,-52,-25,-16,-17,-6,3,-5,-13,-3,-20,-2,-14,-2,8,-12,-11,-9,3,5,-7,-14,-37,-12,-4,-8,1,-4
2018-06-13,8,-4,6,5,1,4,2,-11,18,-3,-11,-62,-20,-7,-6,16,-20,-15,-8,-10,-16,-6,0,-54,3,-32,-71,-4,-13,-1,-3,9,-27,-92,-66,-25,-17,-12,-3,6,-5,-2,1,-17,-16,-12,2,23,-60,-5,-1,5,7,1,-8,-13,-8,12,-14,-1,-3
2018-06-14,6,0,10,-8,11,6,6,-6,17,-5,-22,-46,-9,-4,-18,15,-18,-15,-1,-1,-15,-3,3,-24,13,-26,-38,7,-6,3,-1,-20,-51,-55,-61,-8,-12,-11,-1,3,0,-27,7,3,1,-9,-15,4,-20,-1,-13,8,6,-7,-3,-8,-2,-1,-18,1,-4
2018-06-15,0,-10,2,-10,18,2,2,-1,4,3,-22,-24,-12,-12,-5,2,-13,-16,2,9,-8,-5,1,-10,9,-17,-40,22,-8,2,4,-14,-58,-53,-38,-8,-7,-13,-1,8,-1,-14,19,-14,0,2,-12,-2,-24,-13,-12,-23,-1,5,-6,-1,-4,1,-24,-8,5
2018-06-16,12,-17,-3,-6,3,1,5,-3,-42,1,-15,-18,-6,-8,-1,-2,-11,-9,-6,0,9,8,-15,-14,-14,-7,-21,-36,-4,9,6,-16,-39,-30,-26,-9,1,-10,-9,0,-1,-11,17,-7,4,5,-27,-3,-14,-21,-11,-14,7,-20,-4,16,-1,2,-23,-4,0
2018-06-17,8,-2,12,-2,7,9,-9,1,-46,7,-16,-30,-7,1,-6,-11,-15,-13,-3,6,-1,2,-13,-10,-17,-1,-7,-10,11,14,0,-16,-11,-14,-18,6,-1,-14,-9,-5,-8,-2,15,6,-1,1,-55,1,-28,-15,-7,-17,4,-18,2,-35,-5,-2,-33,-6,-15
2018-06-18,-10,11,2,7,3,15,-14,-1,-23,9,-17,-23,-7,-29,-5,-145,-25,-8,-3,-13,-12,4,-3,3,-6,9,-25,-9,4,3,-2,-3,2,-11,-46,-6,3,-23,-24,3,-6,10,15,0,-35,9,-80,5,-17,-16,-5,-15,3,-9,-6,-54,-10,-21,-24,-8,-18
2018-06-19,-28,18,12,-22,-9,15,-5,-1,-10,16,-6,-24,2,-26,5,-81,-22,-4,-5,-8,-8,4,-8,6,-10,-6,-21,-25,6,4,-13,-7,-4,-19,-45,-25,-4,-16,-20,-4,-20,3,13,3,-29,-2,-47,8,-12,-12,-7,-11,6,-5,-2,-35,-4,-15,-19,-6,-15
2018-06-20,-5,23,15,-17,9,21,-9,-12,-7,3,-6,-6,-6,-46,6,-51,-23,-6,-1,-8,-6,-12,0,7,-3,-14,-18,-30,7,9,-17,-23,-20,-6,-23,-12,-2,-19,-23,2,-13,-7,14,4,-20,-10,-22,14,-5,-6,-4,-15,11,-3,-3,-25,-6,-3,-9,1,-7
2018-06-21,-13,-34,12,-24,-32,21,3,-5,-2,3,0,1,-1,-46,9,-39,-18,-10,-7,2,-1,-23,-11,6,5,-2,-18,-17,1,3,-12,-10,-21,2,-21,-8,8,-14,-15,4,-6,-23,16,2,-21,-7,-38,13,0,1,0,-10,5,-2,-3,-15,-17,-9,7,0,-8
2018-06-22,-9,-45,17,-10,-51,1,4,1,-2,4,-1,-10,3,-9,7,-34,-8,-2,-4,6,5,-18,-21,5,9,-9,-21,-23,4,3,-7,-6,-8,-7,-26,2,4,-13,-15,4,2,-23,22,11,-12,3,-26,12,10,4,-13,-10,2,1,-7,-11,-23,-8,-24,4,-8
2018-06-23,0,-21,8,-10,-29,-1,9,-4,3,-1,3,-12,8,-4,-2,-37,11,10,4,11,-6,-15,-25,-3,8,-40,-27,-10,0,3,-4,-8,-3,3,-45,-11,20,-9,-11,9,-3,-12,9,3,-3,-14,-21,16,-46,2,-13,-6,15,-7,-15,-8,-25,-1,-134,1,10
2018-06-24,-4,-20,-27,-8,-19,-2,17,3,9,11,1,-2,-7,9,3,-24,-31,3,10,11,-4,-25,-16,9,12,-16,-12,-32,11,3,7,0,1,13,-53,-11,-7,-1,-6,1,-4,-13,7,-20,0,-4,-38,17,-32,6,-5,-4,14,4,-14,2,-33,1,-71,-19,-3
2018-06-25,-9,-15,1,-7,-10,0,2,-7,9,-15,1,4,-4,-9,-39,-23,-19,3,17,-13,2,-8,-5,-1,1,-27,5,-13,2,1,-2,-13,-5,5,-34,-12,-15,9,-4,6,-3,7,14,-7,2,-1,-23,14,-20,-3,-8,-10,-4,1,-8,-3,-26,6,-61,-13,-5
2018-06-26,-74,-5,-21,-20,-7,5,-10,-5,0,-4,-29,13,-3,-7,-24,-19,-9,0,11,-7,5,-48,-6,-15,-4,-22,5,-6,-10,8,-18,-19,-2,1,-29,-4,-7,-17,-25,8,-2,-43,12,-37,-2,-2,-5,14,-18,4,-1,-7,-6,-14,-10,-9,-12,1,-55,-4,-5
2018-06-27,-35,0,-11,-38,-12,-15,-4,5,-2,-2,-42,5,1,-27,-12,-18,3,-25,12,1,5,-34,-19,-17,-1,-32,2,-19,-12,-6,-5,-21,1,5,-21,0,-4,-24,-16,6,-9,-16,1,-31,-8,1,-18,5,-6,12,-2,-10,2,-14,-8,2,-9,3,-39,-11,-2
2018-06-28,-25,-18,-52,-26,-4,-9,2,4,2,7,-32,1,7,-29,1,-30,0,-20,16,-8,-4,-19,-3,-9,-14,-25,6,-29,-17,-29,5,-11,-3,-3,-18,-6,5,-13,-14,5,-17,-14,-18,-21,2,12,-21,17,-1,-6,-1,-7,1,-11,-2,-4,-33,3,-45,-6,1
2018-06-29,-3,-134,-55,-17,-31,-4,3,-1,9,3,-23,4,12,-17,-16,-26,-24,-14,16,2,-16,-4,7,-1,-48,-3,5,-9,-9,-16,9,-8,-32,4,-8,-37,10,-17,-6,0,-24,-7,-12,-24,11,5,-22,-3,-2,-9,7,-8,-16,-14,4,5,-83,6,-30,-3,2
2018-06-30,-61,-47,-56,-56,-14,-6,-2,4,-4,1,-20,-6,13,-10,-24,-21,-12,-11,-15,-8,-4,-54,4,-9,-13,-34,3,-9,-3,-14,5,-31,-36,3,-20,-52,-5,-19,-12,-7,-14,-3,-7,-7,4,-1,-17,3,2,-12,-9,-6,-13,-20,4,-13,-38,3,-18,2,7
2018-07-01,-123,-36,-36,-38,-6,0,1,12,-6,1,-34,-15,2,-6,-15,-9,-15,-9,-7,-22,-12,-24,6,-1,-22,-8,5,3,-10,-10,13,-19,-11,4,-12,-20,-16,-19,-31,3,-7,3,-4,6,0,-11,-12,4,5,-8,-3,-3,-8,-15,-29,-19,-31,-1,-10,-1,0
2018-07-02,-71,-12,-35,-29,0,5,6,18,-5,3,-25,-8,-1,-6,-13,-2,-12,-10,-1,-21,-18,-8,16,11,-14,-5,10,5,-5,-11,8,-7,-37,-2,-10,-22,-21,-31,-6,1,-3,-8,-8,10,3,-5,-15,4,-9,0,-1,-1,-8,-17,-11,-26,-17,6,-10,7,-9
2018-07-03,-60,-6,-3,-18,1,4,12,7,1,4,-14,-9,7,-22,-13,-2,-5,-4,1,-15,-13,2,23,2,-11,4,9,2,5,-10,14,-6,-21,3,-35,-10,-22,-19,-1,-8,1,-10,-18,7,7,0,-6,1,-6,1,3,4,-7,-10,-14,-19,-13,-6,0,7,-3
2018-07-04,-33,-17,8,-20,11,9,8,-9,3,4,-7,-9,13,-38,-15,-4,-5,-21,2,-13,-14,-30,-8,12,-18,6,8,6,-8,-8,7,-11,-4,17,-15,-1,-17,-18,1,-16,-3,-22,-5,12,8,8,-14,5,-1,4,-7,7,-6,-12,-16,-13,-3,-5,3,1,-5
2018-07-05,-59,-8,-11,-24,-41,-2,-1,0,11,-4,-31,-5,17,-20,-5,-3,1,-65,6,-11,-13,-74,4,-2,-4,25,15,-3,-19,-2,0,6,4,-4,-5,3,-10,-11,-1,-11,1,-13,6,0,5,15,-16,6,3,-27,-8,2,0,-7,-35,6,-6,2,-48,1,-5
2018-07-06,-42,2,-3,-19,-18,-1,-8,3,-8,4,-25,0,22,-19,3,1,3,-126,14,-6,6,-22,4,3,-13,29,12,-2,-11,4,-1,-3,-2,5,1,2,0,1,6,-6,-1,-18,-4,4,2,-24,-5,6,6,-22,-5,-3,-5,-11,-19,-7,-70,6,-35,11,1
2018-07-07,-23,13,-3,-8,-15,7,-3,4,-10,5,-23,-3,18,-11,9,-26,6,-70,-3,-10,-14,-18,-3,0,-11,2,0,1,-22,4,5,-15,-5,-1,2,6,0,-4,7,-7,-6,-16,6,6,5,-18,-17,10,5,-17,-7,-7,0,-6,-15,-7,-27,2,-21,2,-4
2018-07-08,-12,-95,-12,1,-13,4,5,-5,3,0,-13,1,13,-15,-8,-27,5,-48,-41,-6,-14,-18,-6,-10,-9,8,9,-5,-14,3,6,-14,4,-11,-17,16,9,-12,1,-7,-11,-5,-3,8,12,-7,-11,19,11,-15,-9,1,-8,-2,-13,9,-14,3,-15,-16,-2
2018-07-09,-8,-189,-13,11,-10,4,-3,-3,-4,-47,-3,10,3,-39,-11,-12,-3,-43,-27,-7,-12,-9,-2,-4,-3,4,3,-5,-18,-3,4,-4,10,0,-123,14,-5,5,1,-8,-14,-6,-8,6,-9,-8,0,19,-23,-10,-2,3,-2,-10,-8,-56,-1,-3,-8,-8,-10
2018-07-10,-2,-76,-8,7,-19,10,2,-10,-11,-37,9,-8,-1,-35,1,-12,6,-36,-18,-6,-13,-6,4,5,0,9,4,1,-7,-1,-4,11,3,16,-75,7,-4,2,5,-4,-14,-10,-2,7,-13,-3,12,17,-44,-5,9,2,1,-9,-10,-34,-42,-15,1,-4,-16
2018-07-11,7,-51,12,-1,-8,6,2,-3,-7,-19,-3,-14,7,-27,7,-5,7,-28,-10,-2,-14,-7,9,8,13,11,14,-7,5,2,-4,-1,-2,15,-46,14,-17,6,4,7,-8,-9,0,12,-17,5,-40,13,-46,-2,-24,8,-1,3,-10,-24,-40,-12,-18,-9,-10
2018-07-12,1,-31,-25,-7,-5,9,7,1,6,-29,-10,-12,2,-17,17,-11,5,-25,-8,7,-8,-2,17,9,-5,-27,5,-5,-40,13,2,-16,13,-11,-21,1,-15,12,21,-13,-1,-15,-13,-12,5,-11,-64,4,-52,-8,-19,-17,1,-3,-15,-21,-20,-16,-19,-16,-10
2018-07-13,5,-31,-14,-7,-3,3,8,-4,10,-13,-6,-10,-4,-12,4,-10,6,-22,-8,6,-4,-2,-5,-2,-7,-62,-18,-45,-25,4,7,-11,7,-21,-105,-17,-15,17,10,-4,1,-7,-4,-5,3,-11,-33,-4,-33,-16,-11,-15,6,0,-9,-15,-10,-6,-44,-8,-5
2018-07-14,12,-24,-19,-6,-81,-4,18,2,5,1,-9,-33,-5,-11,-1,-5,10,-27,-6,-2,-4,-35,2,1,0,-200,-12,-41,-35,3,6,-4,3,-4,-112,-17,-6,-3,9,7,4,2,8,-18,-7,-2,-20,1,-27,-9,-18,-12,-13,8,-8,-5,-49,13,-24,-4,3
2018-07-15,4,-27,-156,-50,-73,4,18,5,-2,10,-1,-15,0,-8,-3,-3,-1,-23,-11,5,-14,-19,-10,8,5,-104,1,-29,-21,17,-6,3,3,-11,-67,-8,0,-19,8,0,-13,11,-1,-72,-1,16,-29,9,-16,-21,-31,-12,-9,-18,3,-90,-48,-3,-11,-9,3
2018-07-16,-2,-21,-156,-112,-49,8,20,14,-4,6,-7,-2,1,-4,-2,-13,-9,-23,-8,-16,-24,-8,-4,12,5,-67,0,-27,-14,11,-20,-13,9,3,-38,-21,3,-29,4,-1,-13,-37,5,-173,-1,13,-58,15,-8,-7,-16,-11,-7,-13,3,-92,-23,-5,-18,-5,-27
2018-07-17,3,-22,-76,-71,-30,13,-15,5,7,-5,2,-5,1,-1,2,-13,-4,-14,-8,-13,-20,-4,5,8,-11,-67,-16,-32,-10,2,-21,-9,15,11,-65,-11,9,-24,-19,-7,-7,-31,12,-71,-13,0,-34,-39,-10,-5,-11,-9,-4,-6,1,-57,-2,-1,-13,-4,-48
2018-07-18,-2,-19,-127,-38,-74,14,-4,-18,19,1,1,-9,4,-5,3,-9,4,2,-5,-1,-20,3,-8,-8,-37,-56,-16,-23,-11,0,-15,-15,-22,-1,-48,3,13,-26,-16,-1,-9,-13,15,-34,-6,-8,-22,-14,-39,-1,-1,-9,3,-4,-2,-33,3,-4,-7,-3,-35
2018-07-19,-12,-19,-75,-49,-58,21,1,-5,-8,4,-4,-2,7,-1,1,-9,14,4,-6,-5,-19,-13,4,-56,-15,-45,-8,-21,-9,3,-10,-10,-6,2,-34,6,9,-17,-14,1,-8,-12,20,-21,-1,-3,-25,-10,-20,3,2,-2,3,2,-4,-18,-17,-1,1,5,-25
2018-07-20,-25,-31,-46,-37,-24,1,21,-13,-2,3,1,-2,19,2,-2,-10,5,-3,-7,1,-23,-11,-3,-28,3,-57,-3,-15,-5,8,-7,-5,5,-17,-51,10,0,-14,-15,-2,-13,-9,24,-68,0,-21,-28,-4,-13,6,-11,0,-5,2,-13,-15,-10,4,9,-1,-1
2018-07-21,0,-14,-33,-25,-52,2,2,-5,2,-4,0,3,18,-13,-16,-6,3,-5,0,3,-19,-4,-5,-29,9,-34,-1,-11,-9,17,-6,-14,1,-10,-47,4,-17,-13,-13,0,-3,-7,0,-41,10,-23,-23,-2,-27,4,-20,1,-2,-3,-13,-10,-4,1,8,-5,-21
2018-07-22,-1,-20,-21,-21,-31,0,-10,-3,11,-11,9,-13,3,-15,-24,3,9,-3,1,1,-13,-4,2,-25,-6,-26,1,-10,9,-8,-7,-45,7,-3,-36,-38,-10,-15,-4,-1,-1,-4,-27,-41,-8,-24,-12,5,-18,5,-13,2,-52,-11,-10,-11,2,-5,3,-8,-16
2018-07-23,-15,-10,-31,-17,-18,-3,-2,-4,7,-5,5,-13,6,-12,0,-10,3,-47,-1,0,-8,-7,6,-7,-46,-24,5,-5,-4,-5,-5,-32,10,1,-22,-32,-3,-2,-7,-6,2,-34,-18,-34,-2,-13,-5,-64,-16,5,-6,-13,-28,1,-13,-5,-4,2,-41,-10,-24
2018-07-24,-9,-7,-24,-4,-26,-7,-12,1,5,-2,-16,-5,8,-20,0,-20,2,-44,-1,10,-4,-6,5,-4,-36,-53,-45,-8,-5,8,4,-18,6,2,-17,-14,-1,0,-21,2,11,-24,-12,-39,7,-12,0,-13,-3,3,-2,-17,-19,9,-6,-11,-6,0,-26,2,-14
2018-07-25,3,-23,-41,-3,-24,-20,-6,8,4,3,-13,4,5,-69,-3,-39,-3,-29,-28,-6,-9,-10,11,-4,-99,-45,-23,-10,-7,-10,-7,-7,9,17,-13,-5,-2,-7,-26,4,2,-21,-11,-20,-12,-2,-9,-108,2,-3,3,-9,-17,-2,-11,-7,3,-4,-22,-25,-13
2018-07-26,9,-21,-40,-1,-11,-15,-4,8,6,4,-10,1,15,-53,5,-26,-9,-21,-21,-3,-2,-6,6,-47,-123,-39,-7,-15,-4,-23,-6,-18,2,24,-10,-4,8,-6,-12,-3,5,-12,-7,-29,-16,-13,-7,-61,1,0,15,-10,-14,-3,-15,-5,-13,-12,-18,-7,-15
2018-07-27,27,-32,-40,-5,-70,-18,-8,10,14,8,-8,-11,-55,-33,-2,-21,-21,-23,-8,3,5,5,-30,-21,-81,-40,-3,-3,-14,-23,-5,-27,-1,11,-8,10,16,-13,-9,-2,5,-6,4,-27,-5,-20,-36,-121,-2,7,-8,-11,-11,-13,-9,10,-10,-4,-13,4,-17
2018-07-28,28,-16,-30,12,-67,-20,-5,13,-8,-6,0,-2,-22,-21,-8,-19,-12,-24,-9,-15,3,8,-6,-19,-51,-32,1,-8,-8,-16,-3,-12,0,-20,-11,-18,7,-11,-1,2,7,4,-7,-29,0,-7,-12,-77,-24,-29,-4,-9,-11,-16,-1,9,-15,0,-15,-1,-12
2018-07-29,4,-1,-25,-15,-37,-11,7,8,-7,0,-12,-1,-7,-51,-7,-12,-15,-22,-6,-17,-47,8,20,-9,-38,-30,-5,-3,-6,-15,-66,-11,0,-96,4,-8,-2,-9,-9,-7,6,1,-11,-39,6,-1,-21,-56,-11,-19,2,-6,-10,-11,2,-18,-5,-4,-4,-9,-16
2018-07-30,9,-7,-13,-24,-28,-9,-7,2,-4,6,-39,4,6,-34,-18,0,-8,-18,-8,-14,-44,9,-6,-8,-31,-25,-8,-3,-5,-11,-35,-14,1,-32,-7,6,-8,-7,-1,-4,-1,7,-11,-25,9,4,-27,-39,-12,-7,-12,-1,2,-8,-2,-21,-8,-2,0,-6,-7
2018-07-31,10,-13,-21,-40,-16,9,-5,4,1,5,-29,1,-6,-32,-11,7,-17,-10,2,-14,-33,11,-8,-12,-31,-34,-6,11,-30,-10,-28,-8,-1,-32,-4,6,1,-6,5,-14,-14,-7,-34,-27,-12,-7,-30,-30,-7,-6,-7,-2,-7,-10,-21,-14,-6,2,-13,2,-3
2018-08-01,11,-11,-24,-25,-8,-27,-1,3,7,10,-7,4,1,-14,0,-28,-14,-11,0,-10,-22,6,3,-6,-44,-24,4,-66,-23,-11,-25,-14,7,-26,-19,0,12,-6,-1,-15,-12,0,-15,-27,-6,-21,-33,-25,-10,-16,-12,-1,-3,-8,-15,-5,-1,2,1,1,9
2018-08-02,4,-7,-34,-23,-37,-10,-5,3,1,5,-4,1,15,-4,-16,-14,0,-18,6,-8,-11,9,4,-2,-30,-36,-16,-34,-23,-5,-15,-12,11,-43,-76,2,9,-1,2,-15,-10,3,-14,-22,7,-59,-24,-26,-1,-17,-10,1,-3,-10,-10,-3,4,-12,-2,22,7
2018-08-03,0,-14,-31,-18,-30,-9,2,10,-5,6,-3,5,3,3,-11,-3,-2,-31,1,-9,-3,8,-8,-25,-41,-40,-11,-29,-13,-8,-21,-20,13,-33,-58,6,6,0,-9,-11,-12,8,-4,-14,-1,-37,-20,-17,-10,-14,-8,-1,-10,-11,-4,-19,4,-4,4,-30,9
2018-08-04,-10,-3,-29,-15,-23,-4,-6,-15,2,-2,-2,3,-17,1,-8,-58,-3,-31,-1,1,-5,-20,-13,-16,-28,-26,-12,-26,-14,-22,-17,-11,12,-22,-69,26,-10,2,-6,-9,-8,-2,-1,-25,-4,-34,-7,-10,-18,-8,-6,-1,-8,-57,-1,-6,-4,-13,7,-21,-2
2018-08-05,-11,-2,-27,-7,-16,-3,-5,-9,6,-7,-5,7,-9,3,-24,-84,7,-18,-12,0,-34,-18,-3,-5,-23,-28,1,-20,-9,-13,-21,-10,14,-11,-45,-43,-36,7,-1,-12,-7,2,3,-26,-17,-13,7,-11,-7,-6,3,5,-4,-49,-13,1,-34,-18,9,-19,-14
2018-08-06,-36,5,-24,0,-8,-8,-3,-13,2,-4,1,2,-2,10,-8,-83,-5,-11,-14,-9,-31,-23,-6,5,-46,-10,13,-13,-3,-9,-9,-3,12,-11,-64,-19,-21,-4,3,-8,-10,-73,2,-33,-18,-9,-42,-7,-26,4,4,3,-10,-31,-72,-13,-22,-19,5,-18,-8
2018-08-07,-22,1,-28,-1,-6,-12,0,-13,17,-3,-4,-9,10,5,3,-59,1,-14,-6,-3,-26,-10,-12,-14,-36,-98,15,-2,4,-2,-7,-5,6,-11,-36,-34,-26,0,6,-8,4,-70,-15,-20,-8,1,-20,-22,-26,-26,-19,-2,-11,-19,-47,-5,-14,-8,-5,-12,-6
2018-08-08,-5,5,-21,-10,-14,-13,7,-6,10,8,-6,-7,-1,-36,-25,-47,-5,-18,-16,-1,-18,-5,-6,-4,-24,-39,-83,1,-3,-8,-8,2,-1,-9,-33,-37,-16,2,-9,-6,-6,-39,-12,-11,-2,4,-32,-21,-14,-28,-17,1,-8,-16,-36,-16,-10,-12,-10,-15,1
2018-08-09,3,9,-36,-31,-12,-10,1,-3,5,8,4,-5,-5,-32,-13,-89,-3,-15,-9,-16,-20,-2,2,14,-9,-39,-34,-6,-1,-2,-8,-14,12,-3,-26,-21,-12,13,-13,3,-1,-20,-35,-9,4,-7,-17,-25,-12,-19,-11,5,-12,-19,-27,-11,1,-5,-4,-12,2
2018-08-10,0,10,-29,-16,-26,-11,11,2,4,2,-8,-5,-8,-18,-13,-73,3,-9,-31,-17,-20,-3,7,-3,9,-47,-19,-9,-5,-3,2,-28,-34,2,-18,-15,-7,-7,-18,-3,-10,-10,1,-22,9,-24,-20,-28,-27,-15,-13,-18,-7,-17,-21,1,1,-1,-5,-18,6
2018-08-11,17,-1,-18,-12,-25,-3,8,0,5,-4,-3,-4,10,-14,-19,-57,10,-10,-17,-18,-19,4,11,3,-14,-42,-2,-8,-4,-4,7,-22,-40,-10,-14,-19,-5,-17,-13,7,-11,-11,1,-74,5,-18,-10,-24,-13,-13,-18,-13,-2,-17,-15,1,0,3,-3,-8,8
2018-08-12,2,3,-12,-22,-13,1,10,-1,3,-10,-13,3,-7,-16,-10,-46,18,-1,-14,-11,-23,-18,9,4,-17,-45,-17,-11,1,-10,-6,-20,-27,-14,-57,-17,-5,-14,-10,8,-4,-5,1,-129,16,-17,-18,-14,-9,-11,-15,-10,-6,-14,-12,-2,4,-7,-2,-16,4
2018-08-13,-32,-7,-8,-13,-4,11,11,-2,11,-4,-8,8,-8,-16,-9,-35,4,1,-10,-6,-23,-18,-21,7,-14,-34,-23,-6,-38,-14,-19,-25,-21,-15,-54,-10,-3,-12,-14,6,-9,-8,-6,-60,-7,-23,-11,-14,0,-8,-10,-9,-7,-11,-10,-3,1,-10,-17,-12,0
2018-08-14,-10,-1,2,-3,6,12,16,-1,-3,-9,-13,-12,-4,-11,-7,-26,4,6,-20,-6,-18,-2,-38,8,-16,-24,-4,0,-21,-3,-15,-34,-58,-17,-34,-12,9,-26,-21,-6,-23,-9,6,-34,-10,-24,-9,-1,-7,-7,-6,-9,-8,-9,-5,-4,-11,-6,2,-3,-1
2018-08-15,-9,4,-3,-3,-5,-9,20,0,1,3,-6,-22,4,-7,0,-32,2,14,-26,-8,-22,-2,-16,8,-11,-12,-7,-10,-20,-6,-21,-30,-87,-20,-56,-7,9,-20,-21,-6,-16,-12,13,-22,-9,-27,-5,-8,5,2,-3,-5,-4,-4,-17,-1,-16,-3,-21,-3,6
2018-08-16,0,0,-93,-27,2,-18,7,10,19,3,-6,-27,5,0,0,-29,3,10,-11,-2,-18,12,-8,-9,-12,-5,-2,-12,-17,1,-18,-27,-62,-33,-35,-4,-48,-17,-17,-6,-13,-7,-9,-19,-2,-28,-5,-4,0,5,-7,2,-3,-17,-17,-3,-31,-1,-47,0,7
2018-08-17,12,-21,-139,-102,5,-10,12,3,-1,8,-4,-33,-5,-112,3,-23,9,8,-13,-2,-29,5,3,-23,-20,-13,-1,-8,-16,3,-14,-13,-48,-19,-29,3,-48,-13,-15,-10,-15,-4,-26,-12,-10,-24,0,-8,-10,9,-4,-7,6,-9,-13,-14,-21,13,-32,-3,-9
2018-08-18,11,-52,-75,-59,8,-17,-9,4,5,7,-14,-25,7,-84,-9,-31,13,8,-8,5,-25,-1,9,-19,-38,-16,9,-2,0,5,-13,-20,-43,-18,-24,14,-31,-9,-9,-6,-15,-5,-28,-7,-44,-19,-108,-11,-8,-9,3,-11,0,-9,-4,-4,-14,0,-17,-14,-15
2018-08-19,-7,-21,-59,-36,-14,-12,-15,0,-14,-16,-9,-16,-2,-49,-12,-30,6,-18,-6,11,-26,-12,-32,-6,-22,-5,11,-1,-13,-4,-11,-13,-38,-21,-71,11,-24,-4,-5,-6,-5,-5,-20,-2,-14,-42,-60,0,-6,-22,4,-17,-8,-12,-6,-7,-10,1,-27,-6,-18
2018-08-20,-9,-5,-18,-49,-10,-2,-53,4,-7,-11,-5,-13,-9,-32,0,-25,4,-33,-7,7,-17,-4,-7,-3,-15,-4,-5,-14,-13,-3,-11,-15,-28,-27,-80,-12,-15,-2,-2,-3,-8,-34,-37,3,-3,-49,-30,-18,1,-48,2,-10,-9,-4,-2,-10,0,-7,-10,-2,-21
2018-08-21,-27,9,-42,-36,0,4,-32,10,-11,-2,-1,-10,-3,-24,-17,-25,4,-30,-11,0,-19,3,-31,-18,-27,-8,-29,0,-9,-28,-7,-9,-39,-30,-69,-6,-13,1,-2,-4,-7,-15,-22,-25,7,-78,-48,-22,11,-34,5,-7,-11,-4,-1,-6,-10,-26,-3,12,-8
